region,marginal_price,total_demand,planning_year,model,case,scenario,configuration,child_scenario
MISW,53.5,294141188.0,2035,GenX,full-base-200,base,base,carbon_price
NWPP,54.4,260888430.0,2035,GenX,full-base-200,base,base,carbon_price
NYCW,84.5,97972883.0,2035,GenX,full-base-200,base,base,carbon_price
NYUP,66.5,85901025.0,2035,GenX,full-base-200,base,base,carbon_price
PJMC,57.2,142659266.0,2035,GenX,full-base-200,base,base,carbon_price
PJMD,68.1,134294097.0,2035,GenX,full-base-200,base,base,carbon_price
PJME,72.4,361596414.0,2035,GenX,full-base-200,base,base,carbon_price
PJMW,58.0,381430632.0,2035,GenX,full-base-200,base,base,carbon_price
RMRG,47.6,129535560.0,2035,GenX,full-base-200,base,base,carbon_price
SPPC,51.1,101870818.0,2035,GenX,full-base-200,base,base,carbon_price
SPPN,49.2,67540119.0,2035,GenX,full-base-200,base,base,carbon_price
SPPS,48.4,162787259.0,2035,GenX,full-base-200,base,base,carbon_price
SRCA,62.9,263347390.0,2035,GenX,full-base-200,base,base,carbon_price
SRCE,56.2,264512199.0,2035,GenX,full-base-200,base,base,carbon_price
SRSE,60.8,303257618.0,2035,GenX,full-base-200,base,base,carbon_price
SRSG,57.5,183293864.0,2035,GenX,full-base-200,base,base,carbon_price
TRE,51.0,515960435.0,2035,GenX,full-base-200,base,base,carbon_price
TREW,45.9,24676479.0,2035,GenX,full-base-200,base,base,carbon_price
BASN,56.9,177158138.0,2040,GenX,full-base-200,base,base,carbon_price
CASO,58.6,158791938.0,2040,GenX,full-base-200,base,base,carbon_price
CANO,61.8,245898072.0,2040,GenX,full-base-200,base,base,carbon_price
FRCC,57.8,334048179.0,2040,GenX,full-base-200,base,base,carbon_price
ISNE,89.4,210413923.0,2040,GenX,full-base-200,base,base,carbon_price
MISC,50.7,264171318.0,2040,GenX,full-base-200,base,base,carbon_price
MISE,55.8,137137308.0,2040,GenX,full-base-200,base,base,carbon_price
MISS,51.0,242486982.0,2040,GenX,full-base-200,base,base,carbon_price
MISW,50.6,324181570.0,2040,GenX,full-base-200,base,base,carbon_price
NWPP,57.8,300529644.0,2040,GenX,full-base-200,base,base,carbon_price
NYCW,81.6,106442119.0,2040,GenX,full-base-200,base,base,carbon_price
NYUP,64.1,92400602.0,2040,GenX,full-base-200,base,base,carbon_price
PJMC,53.9,152682741.0,2040,GenX,full-base-200,base,base,carbon_price
PJMD,64.1,145712440.0,2040,GenX,full-base-200,base,base,carbon_price
PJME,68.0,389826566.0,2040,GenX,full-base-200,base,base,carbon_price
PJMW,54.2,412215498.0,2040,GenX,full-base-200,base,base,carbon_price
RMRG,46.9,150676430.0,2040,GenX,full-base-200,base,base,carbon_price
SPPC,47.6,108907378.0,2040,GenX,full-base-200,base,base,carbon_price
SPPN,46.1,74985567.0,2040,GenX,full-base-200,base,base,carbon_price
SPPS,45.0,177543457.0,2040,GenX,full-base-200,base,base,carbon_price
SRCA,58.7,287884867.0,2040,GenX,full-base-200,base,base,carbon_price
SRCE,52.8,285639456.0,2040,GenX,full-base-200,base,base,carbon_price
SRSE,56.9,333542368.0,2040,GenX,full-base-200,base,base,carbon_price
SRSG,54.4,204888767.0,2040,GenX,full-base-200,base,base,carbon_price
TRE,47.3,555402906.0,2040,GenX,full-base-200,base,base,carbon_price
TREW,42.9,26667903.0,2040,GenX,full-base-200,base,base,carbon_price
BASN,56.4,205854891.0,2045,GenX,full-base-200,base,base,carbon_price
CASO,57.6,185445572.0,2045,GenX,full-base-200,base,base,carbon_price
CANO,61.6,287331528.0,2045,GenX,full-base-200,base,base,carbon_price
FRCC,57.0,373487472.0,2045,GenX,full-base-200,base,base,carbon_price
ISNE,88.5,228967778.0,2045,GenX,full-base-200,base,base,carbon_price
MISC,50.5,296003389.0,2045,GenX,full-base-200,base,base,carbon_price
MISE,55.6,149857318.0,2045,GenX,full-base-200,base,base,carbon_price
MISS,50.8,273572998.0,2045,GenX,full-base-200,base,base,carbon_price
MISW,51.1,360803886.0,2045,GenX,full-base-200,base,base,carbon_price
NWPP,71.6,342473432.0,2045,GenX,full-base-200,base,base,carbon_price
NYCW,82.4,116580170.0,2045,GenX,full-base-200,base,base,carbon_price
NYUP,63.3,100244191.0,2045,GenX,full-base-200,base,base,carbon_price
PJMC,53.8,165669492.0,2045,GenX,full-base-200,base,base,carbon_price
PJMD,64.7,160553816.0,2045,GenX,full-base-200,base,base,carbon_price
PJME,67.4,428793884.0,2045,GenX,full-base-200,base,base,carbon_price
PJMW,52.9,452703049.0,2045,GenX,full-base-200,base,base,carbon_price
RMRG,47.3,173002995.0,2045,GenX,full-base-200,base,base,carbon_price
SPPC,47.9,122568997.0,2045,GenX,full-base-200,base,base,carbon_price
SPPN,45.9,85125345.0,2045,GenX,full-base-200,base,base,carbon_price
SPPS,44.4,202777705.0,2045,GenX,full-base-200,base,base,carbon_price
SRCA,59.4,320053848.0,2045,GenX,full-base-200,base,base,carbon_price
SRCE,52.8,318246408.0,2045,GenX,full-base-200,base,base,carbon_price
SRSE,55.9,375702387.0,2045,GenX,full-base-200,base,base,carbon_price
SRSG,53.5,237915030.0,2045,GenX,full-base-200,base,base,carbon_price
TRE,46.6,617229009.0,2045,GenX,full-base-200,base,base,carbon_price
TREW,42.2,29860335.0,2045,GenX,full-base-200,base,base,carbon_price
BASN,54.5,223174656.0,2050,GenX,full-base-200,base,base,carbon_price
CASO,55.9,199559149.0,2050,GenX,full-base-200,base,base,carbon_price
CANO,58.7,309235468.0,2050,GenX,full-base-200,base,base,carbon_price
FRCC,55.2,398150391.0,2050,GenX,full-base-200,base,base,carbon_price
ISNE,83.6,233966756.0,2050,GenX,full-base-200,base,base,carbon_price
MISC,49.7,302266317.0,2050,GenX,full-base-200,base,base,carbon_price
MISE,56.0,154617099.0,2050,GenX,full-base-200,base,base,carbon_price
MISS,50.2,285422687.0,2050,GenX,full-base-200,base,base,carbon_price
MISW,51.2,372086880.0,2050,GenX,full-base-200,base,base,carbon_price
NWPP,70.9,372645986.0,2050,GenX,full-base-200,base,base,carbon_price
NYCW,79.6,120232798.0,2050,GenX,full-base-200,base,base,carbon_price
NYUP,63.9,103480882.0,2050,GenX,full-base-200,base,base,carbon_price
PJMC,53.2,168907776.0,2050,GenX,full-base-200,base,base,carbon_price
PJMD,62.9,168177932.0,2050,GenX,full-base-200,base,base,carbon_price
PJME,68.4,442681870.0,2050,GenX,full-base-200,base,base,carbon_price
PJMW,53.2,466199508.0,2050,GenX,full-base-200,base,base,carbon_price
RMRG,47.2,188991709.0,2050,GenX,full-base-200,base,base,carbon_price
SPPC,47.2,124929928.0,2050,GenX,full-base-200,base,base,carbon_price
SPPN,46.2,88318595.0,2050,GenX,full-base-200,base,base,carbon_price
SPPS,44.0,210273247.0,2050,GenX,full-base-200,base,base,carbon_price
SRCA,61.1,340830683.0,2050,GenX,full-base-200,base,base,carbon_price
SRCE,52.2,332833523.0,2050,GenX,full-base-200,base,base,carbon_price
SRSE,56.0,398994725.0,2050,GenX,full-base-200,base,base,carbon_price
SRSG,51.3,258600147.0,2050,GenX,full-base-200,base,base,carbon_price
TRE,45.8,648762932.0,2050,GenX,full-base-200,base,base,carbon_price
TREW,41.8,31419683.0,2050,GenX,full-base-200,base,base,carbon_price
BASN,40.9,104415840.0,2027,Switch,full-base-200,base,base,carbon_price
CASO,43.4,106247405.0,2027,Switch,full-base-200,base,base,carbon_price
CANO,44.7,164112380.0,2027,Switch,full-base-200,base,base,carbon_price
FRCC,41.8,254835658.0,2027,Switch,full-base-200,base,base,carbon_price
ISNE,48.6,132079030.0,2027,Switch,full-base-200,base,base,carbon_price
MISC,41.7,186790489.0,2027,Switch,full-base-200,base,base,carbon_price
MISE,44.9,102056388.0,2027,Switch,full-base-200,base,base,carbon_price
MISS,40.2,175440371.0,2027,Switch,full-base-200,base,base,carbon_price
MISW,39.5,225553160.0,2027,Switch,full-base-200,base,base,carbon_price
NWPP,41.4,195981047.0,2027,Switch,full-base-200,base,base,carbon_price
NYCW,43.9,76993625.0,2027,Switch,full-base-200,base,base,carbon_price
NYUP,34.8,70257166.0,2027,Switch,full-base-200,base,base,carbon_price
PJMC,40.7,118765758.0,2027,Switch,full-base-200,base,base,carbon_price
PJMD,44.7,110841999.0,2027,Switch,full-base-200,base,base,carbon_price
PJME,41.0,289082184.0,2027,Switch,full-base-200,base,base,carbon_price
PJMW,42.6,310165370.0,2027,Switch,full-base-200,base,base,carbon_price
RMRG,37.6,88883482.0,2027,Switch,full-base-200,base,base,carbon_price
SPPC,38.9,78239307.0,2027,Switch,full-base-200,base,base,carbon_price
SPPN,37.1,49626459.0,2027,Switch,full-base-200,base,base,carbon_price
SPPS,36.6,122178131.0,2027,Switch,full-base-200,base,base,carbon_price
SRCA,45.5,218636717.0,2027,Switch,full-base-200,base,base,carbon_price
SRCE,41.6,214888614.0,2027,Switch,full-base-200,base,base,carbon_price
SRSE,42.8,242597067.0,2027,Switch,full-base-200,base,base,carbon_price
SRSG,41.1,137828950.0,2027,Switch,full-base-200,base,base,carbon_price
TRE,36.6,426645124.0,2027,Switch,full-base-200,base,base,carbon_price
TREW,33.1,19988250.0,2027,Switch,full-base-200,base,base,carbon_price
BASN,66.4,117622650.0,2030,Switch,full-base-200,base,base,carbon_price
CASO,69.4,115510879.0,2030,Switch,full-base-200,base,base,carbon_price
CANO,72.6,178550343.0,2030,Switch,full-base-200,base,base,carbon_price
FRCC,70.8,263664150.0,2030,Switch,full-base-200,base,base,carbon_price
ISNE,88.4,149354094.0,2030,Switch,full-base-200,base,base,carbon_price
MISC,66.4,200796305.0,2030,Switch,full-base-200,base,base,carbon_price
MISE,73.4,108618551.0,2030,Switch,full-base-200,base,base,carbon_price
MISS,64.5,185407544.0,2030,Switch,full-base-200,base,base,carbon_price
MISW,64.2,244560055.0,2030,Switch,full-base-200,base,base,carbon_price
NWPP,60.0,213747716.0,2030,Switch,full-base-200,base,base,carbon_price
NYCW,92.6,83015898.0,2030,Switch,full-base-200,base,base,carbon_price
NYUP,74.7,74762455.0,2030,Switch,full-base-200,base,base,carbon_price
PJMC,68.6,125041636.0,2030,Switch,full-base-200,base,base,carbon_price
PJMD,79.4,116835353.0,2030,Switch,full-base-200,base,base,carbon_price
PJME,84.8,308414943.0,2030,Switch,full-base-200,base,base,carbon_price
PJMW,70.3,328889729.0,2030,Switch,full-base-200,base,base,carbon_price
RMRG,56.5,100288099.0,2030,Switch,full-base-200,base,base,carbon_price
SPPC,61.3,83557695.0,2030,Switch,full-base-200,base,base,carbon_price
SPPN,59.7,54220969.0,2030,Switch,full-base-200,base,base,carbon_price
SPPS,58.3,131322851.0,2030,Switch,full-base-200,base,base,carbon_price
SRCA,74.5,228687588.0,2030,Switch,full-base-200,base,base,carbon_price
SRCE,66.6,225061849.0,2030,Switch,full-base-200,base,base,carbon_price
SRSE,71.3,255962582.0,2030,Switch,full-base-200,base,base,carbon_price
SRSG,65.5,147664933.0,2030,Switch,full-base-200,base,base,carbon_price
TRE,61.0,442846698.0,2030,Switch,full-base-200,base,base,carbon_price
TREW,56.4,20819394.0,2030,Switch,full-base-200,base,base,carbon_price
BASN,57.5,154373402.0,2035,Switch,full-base-200,base,base,carbon_price
CASO,59.8,141559023.0,2035,Switch,full-base-200,base,base,carbon_price
CANO,62.6,219102255.0,2035,Switch,full-base-200,base,base,carbon_price
FRCC,61.8,305390926.0,2035,Switch,full-base-200,base,base,carbon_price
ISNE,81.7,185912448.0,2035,Switch,full-base-200,base,base,carbon_price
MISC,54.7,243790194.0,2035,Switch,full-base-200,base,base,carbon_price
MISE,60.8,126030936.0,2035,Switch,full-base-200,base,base,carbon_price
MISS,54.0,223677305.0,2035,Switch,full-base-200,base,base,carbon_price
MISW,54.0,294141188.0,2035,Switch,full-base-200,base,base,carbon_price
NWPP,53.9,260888430.0,2035,Switch,full-base-200,base,base,carbon_price
NYCW,78.1,97972883.0,2035,Switch,full-base-200,base,base,carbon_price
NYUP,63.7,85901025.0,2035,Switch,full-base-200,base,base,carbon_price
PJMC,57.4,142659266.0,2035,Switch,full-base-200,base,base,carbon_price
PJMD,67.7,134294097.0,2035,Switch,full-base-200,base,base,carbon_price
PJME,71.2,361596414.0,2035,Switch,full-base-200,base,base,carbon_price
PJMW,58.4,381430632.0,2035,Switch,full-base-200,base,base,carbon_price
RMRG,48.9,129535560.0,2035,Switch,full-base-200,base,base,carbon_price
SPPC,51.5,101870818.0,2035,Switch,full-base-200,base,base,carbon_price
SPPN,49.8,67540119.0,2035,Switch,full-base-200,base,base,carbon_price
SPPS,49.1,162787259.0,2035,Switch,full-base-200,base,base,carbon_price
SRCA,63.1,263347390.0,2035,Switch,full-base-200,base,base,carbon_price
SRCE,56.0,264512199.0,2035,Switch,full-base-200,base,base,carbon_price
SRSE,60.6,303257618.0,2035,Switch,full-base-200,base,base,carbon_price
SRSG,57.4,183293864.0,2035,Switch,full-base-200,base,base,carbon_price
TRE,51.1,515960435.0,2035,Switch,full-base-200,base,base,carbon_price
TREW,47.0,24676479.0,2035,Switch,full-base-200,base,base,carbon_price
BASN,56.1,177158138.0,2040,Switch,full-base-200,base,base,carbon_price
CASO,57.9,158791938.0,2040,Switch,full-base-200,base,base,carbon_price
CANO,60.9,245898072.0,2040,Switch,full-base-200,base,base,carbon_price
FRCC,57.7,334048179.0,2040,Switch,full-base-200,base,base,carbon_price
ISNE,80.3,210413923.0,2040,Switch,full-base-200,base,base,carbon_price
MISC,51.0,264171318.0,2040,Switch,full-base-200,base,base,carbon_price
MISE,56.8,137137308.0,2040,Switch,full-base-200,base,base,carbon_price
MISS,50.8,242486982.0,2040,Switch,full-base-200,base,base,carbon_price
MISW,51.1,324181570.0,2040,Switch,full-base-200,base,base,carbon_price
NWPP,55.5,300529644.0,2040,Switch,full-base-200,base,base,carbon_price
NYCW,75.3,106442119.0,2040,Switch,full-base-200,base,base,carbon_price
NYUP,60.8,92400602.0,2040,Switch,full-base-200,base,base,carbon_price
PJMC,54.4,152682741.0,2040,Switch,full-base-200,base,base,carbon_price
PJMD,63.9,145712440.0,2040,Switch,full-base-200,base,base,carbon_price
PJME,65.7,389826566.0,2040,Switch,full-base-200,base,base,carbon_price
PJMW,54.8,412215498.0,2040,Switch,full-base-200,base,base,carbon_price
RMRG,47.8,150676430.0,2040,Switch,full-base-200,base,base,carbon_price
SPPC,48.2,108907378.0,2040,Switch,full-base-200,base,base,carbon_price
SPPN,46.9,74985567.0,2040,Switch,full-base-200,base,base,carbon_price
SPPS,45.8,177543457.0,2040,Switch,full-base-200,base,base,carbon_price
SRCA,59.1,287884867.0,2040,Switch,full-base-200,base,base,carbon_price
SRCE,52.9,285639456.0,2040,Switch,full-base-200,base,base,carbon_price
SRSE,56.8,333542368.0,2040,Switch,full-base-200,base,base,carbon_price
SRSG,54.0,204888767.0,2040,Switch,full-base-200,base,base,carbon_price
TRE,47.4,555402906.0,2040,Switch,full-base-200,base,base,carbon_price
TREW,43.8,26667903.0,2040,Switch,full-base-200,base,base,carbon_price
BASN,55.9,205854891.0,2045,Switch,full-base-200,base,base,carbon_price
CASO,57.0,185445572.0,2045,Switch,full-base-200,base,base,carbon_price
CANO,60.7,287331528.0,2045,Switch,full-base-200,base,base,carbon_price
FRCC,56.8,373487472.0,2045,Switch,full-base-200,base,base,carbon_price
ISNE,80.8,228967778.0,2045,Switch,full-base-200,base,base,carbon_price
MISC,50.4,296003389.0,2045,Switch,full-base-200,base,base,carbon_price
MISE,56.3,149857318.0,2045,Switch,full-base-200,base,base,carbon_price
MISS,50.4,273572998.0,2045,Switch,full-base-200,base,base,carbon_price
MISW,50.9,360803886.0,2045,Switch,full-base-200,base,base,carbon_price
NWPP,63.8,342473432.0,2045,Switch,full-base-200,base,base,carbon_price
NYCW,74.5,116580170.0,2045,Switch,full-base-200,base,base,carbon_price
NYUP,59.2,100244191.0,2045,Switch,full-base-200,base,base,carbon_price
PJMC,53.3,165669492.0,2045,Switch,full-base-200,base,base,carbon_price
PJMD,62.1,160553816.0,2045,Switch,full-base-200,base,base,carbon_price
PJME,63.7,428793884.0,2045,Switch,full-base-200,base,base,carbon_price
PJMW,53.3,452703049.0,2045,Switch,full-base-200,base,base,carbon_price
RMRG,48.1,173002995.0,2045,Switch,full-base-200,base,base,carbon_price
SPPC,47.7,122568997.0,2045,Switch,full-base-200,base,base,carbon_price
SPPN,46.3,85125345.0,2045,Switch,full-base-200,base,base,carbon_price
SPPS,45.1,202777705.0,2045,Switch,full-base-200,base,base,carbon_price
SRCA,60.0,320053848.0,2045,Switch,full-base-200,base,base,carbon_price
SRCE,52.7,318246408.0,2045,Switch,full-base-200,base,base,carbon_price
SRSE,56.0,375702387.0,2045,Switch,full-base-200,base,base,carbon_price
SRSG,53.3,237915030.0,2045,Switch,full-base-200,base,base,carbon_price
TRE,46.6,617229009.0,2045,Switch,full-base-200,base,base,carbon_price
TREW,43.2,29860335.0,2045,Switch,full-base-200,base,base,carbon_price
BASN,55.2,223174656.0,2050,Switch,full-base-200,base,base,carbon_price
CASO,55.4,199559149.0,2050,Switch,full-base-200,base,base,carbon_price
CANO,59.1,309235468.0,2050,Switch,full-base-200,base,base,carbon_price
FRCC,55.0,398150391.0,2050,Switch,full-base-200,base,base,carbon_price
ISNE,80.1,233966756.0,2050,Switch,full-base-200,base,base,carbon_price
MISC,50.6,302266317.0,2050,Switch,full-base-200,base,base,carbon_price
MISE,55.8,154617099.0,2050,Switch,full-base-200,base,base,carbon_price
MISS,50.4,285422687.0,2050,Switch,full-base-200,base,base,carbon_price
MISW,51.5,372086880.0,2050,Switch,full-base-200,base,base,carbon_price
NWPP,69.0,372645986.0,2050,Switch,full-base-200,base,base,carbon_price
NYCW,74.9,120232798.0,2050,Switch,full-base-200,base,base,carbon_price
NYUP,62.1,103480882.0,2050,Switch,full-base-200,base,base,carbon_price
PJMC,53.6,168907776.0,2050,Switch,full-base-200,base,base,carbon_price
PJMD,61.8,168177932.0,2050,Switch,full-base-200,base,base,carbon_price
PJME,64.1,442681870.0,2050,Switch,full-base-200,base,base,carbon_price
PJMW,53.4,466199508.0,2050,Switch,full-base-200,base,base,carbon_price
RMRG,49.0,188991709.0,2050,Switch,full-base-200,base,base,carbon_price
SPPC,47.7,124929928.0,2050,Switch,full-base-200,base,base,carbon_price
SPPN,46.9,88318595.0,2050,Switch,full-base-200,base,base,carbon_price
SPPS,45.4,210273247.0,2050,Switch,full-base-200,base,base,carbon_price
SRCA,60.1,340830683.0,2050,Switch,full-base-200,base,base,carbon_price
SRCE,52.1,332833523.0,2050,Switch,full-base-200,base,base,carbon_price
SRSE,55.0,398994725.0,2050,Switch,full-base-200,base,base,carbon_price
SRSG,52.1,258600147.0,2050,Switch,full-base-200,base,base,carbon_price
TRE,46.6,648762932.0,2050,Switch,full-base-200,base,base,carbon_price
TREW,43.5,31419683.0,2050,Switch,full-base-200,base,base,carbon_price
BASN,39.7,104415840.0,2027,TEMOA,full-base-200,base,base,carbon_price
CASO,42.6,106247405.0,2027,TEMOA,full-base-200,base,base,carbon_price
CANO,43.7,164112380.0,2027,TEMOA,full-base-200,base,base,carbon_price
FRCC,41.2,254835658.0,2027,TEMOA,full-base-200,base,base,carbon_price
ISNE,52.6,132079030.0,2027,TEMOA,full-base-200,base,base,carbon_price
MISC,40.5,186790489.0,2027,TEMOA,full-base-200,base,base,carbon_price
MISE,43.9,102056388.0,2027,TEMOA,full-base-200,base,base,carbon_price
MISS,39.3,175440371.0,2027,TEMOA,full-base-200,base,base,carbon_price
MISW,38.2,225553160.0,2027,TEMOA,full-base-200,base,base,carbon_price
NWPP,40.6,195981047.0,2027,TEMOA,full-base-200,base,base,carbon_price
NYCW,56.6,76993625.0,2027,TEMOA,full-base-200,base,base,carbon_price
NYUP,34.6,70257166.0,2027,TEMOA,full-base-200,base,base,carbon_price
PJMC,39.6,118765758.0,2027,TEMOA,full-base-200,base,base,carbon_price
PJMD,43.7,110841999.0,2027,TEMOA,full-base-200,base,base,carbon_price
PJME,40.0,289082184.0,2027,TEMOA,full-base-200,base,base,carbon_price
PJMW,41.6,310165370.0,2027,TEMOA,full-base-200,base,base,carbon_price
RMRG,35.2,88883482.0,2027,TEMOA,full-base-200,base,base,carbon_price
SPPC,37.5,78239307.0,2027,TEMOA,full-base-200,base,base,carbon_price
SPPN,35.4,49626459.0,2027,TEMOA,full-base-200,base,base,carbon_price
SPPS,35.0,122178131.0,2027,TEMOA,full-base-200,base,base,carbon_price
SRCA,44.5,218636717.0,2027,TEMOA,full-base-200,base,base,carbon_price
SRCE,40.6,214888614.0,2027,TEMOA,full-base-200,base,base,carbon_price
SRSE,41.9,242597067.0,2027,TEMOA,full-base-200,base,base,carbon_price
SRSG,40.0,137828950.0,2027,TEMOA,full-base-200,base,base,carbon_price
TRE,36.0,426645124.0,2027,TEMOA,full-base-200,base,base,carbon_price
TREW,32.4,19988250.0,2027,TEMOA,full-base-200,base,base,carbon_price
BASN,64.6,117622650.0,2030,TEMOA,full-base-200,base,base,carbon_price
CASO,71.0,115510879.0,2030,TEMOA,full-base-200,base,base,carbon_price
CANO,74.2,178550343.0,2030,TEMOA,full-base-200,base,base,carbon_price
FRCC,71.5,263664150.0,2030,TEMOA,full-base-200,base,base,carbon_price
ISNE,97.4,149354094.0,2030,TEMOA,full-base-200,base,base,carbon_price
MISC,66.2,200796305.0,2030,TEMOA,full-base-200,base,base,carbon_price
MISE,73.0,108618551.0,2030,TEMOA,full-base-200,base,base,carbon_price
MISS,65.3,185407544.0,2030,TEMOA,full-base-200,base,base,carbon_price
MISW,63.8,244560055.0,2030,TEMOA,full-base-200,base,base,carbon_price
NWPP,56.7,213747716.0,2030,TEMOA,full-base-200,base,base,carbon_price
NYCW,99.8,83015898.0,2030,TEMOA,full-base-200,base,base,carbon_price
NYUP,71.8,74762455.0,2030,TEMOA,full-base-200,base,base,carbon_price
PJMC,68.7,125041636.0,2030,TEMOA,full-base-200,base,base,carbon_price
PJMD,80.7,116835353.0,2030,TEMOA,full-base-200,base,base,carbon_price
PJME,84.9,308414943.0,2030,TEMOA,full-base-200,base,base,carbon_price
PJMW,70.6,328889729.0,2030,TEMOA,full-base-200,base,base,carbon_price
RMRG,53.8,100288099.0,2030,TEMOA,full-base-200,base,base,carbon_price
SPPC,60.5,83557695.0,2030,TEMOA,full-base-200,base,base,carbon_price
SPPN,58.4,54220969.0,2030,TEMOA,full-base-200,base,base,carbon_price
SPPS,56.9,131322851.0,2030,TEMOA,full-base-200,base,base,carbon_price
SRCA,74.8,228687588.0,2030,TEMOA,full-base-200,base,base,carbon_price
SRCE,66.8,225061849.0,2030,TEMOA,full-base-200,base,base,carbon_price
SRSE,72.2,255962582.0,2030,TEMOA,full-base-200,base,base,carbon_price
SRSG,63.7,147664933.0,2030,TEMOA,full-base-200,base,base,carbon_price
TRE,61.0,442846698.0,2030,TEMOA,full-base-200,base,base,carbon_price
TREW,55.0,20819394.0,2030,TEMOA,full-base-200,base,base,carbon_price
BASN,56.1,154373402.0,2035,TEMOA,full-base-200,base,base,carbon_price
CASO,59.9,141559023.0,2035,TEMOA,full-base-200,base,base,carbon_price
CANO,63.1,219102255.0,2035,TEMOA,full-base-200,base,base,carbon_price
