Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,configuration,scenario,child_scenario
cNSE,558717.5,23422.600764197705,22838.26724537602,19888.16017498423,19723.90113227556,21057.767208994854,21989.95140383375,25555.44878641671,19386.62305181211,20153.982423746886,21382.80720440618,24240.516053055355,23627.919415962344,25023.82542093705,21742.076116211974,19519.839266150513,21017.776380113464,20163.425702562177,21899.49211842347,21996.46906236431,20561.920074200418,20302.36289406079,19574.598027202177,19163.364749563498,20915.67956434826,19107.703301457623,24461.032958577183,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,10407006089.2,1.1757237929738553e8,4.925461977739554e8,8.410972815135719e8,1.1958395943782387e9,1.6968568973032457e8,4.213953975573842e8,2.4354585798768246e8,6.165104850027125e8,5.485198690614071e8,2.6060210084484214e8,3.27356261752435e7,4.232690854748412e7,1.1051373779586399e8,1.1213522935044895e8,4.442999876244228e8,1.2398188221123054e9,1.1613856264171433e8,2.580668128178244e7,1.791580821060273e7,1.0876722624511121e8,6.305240818443629e8,4.626754931360763e8,9.600462585859632e8,1.4844689848867127e8,9.987124043615566e8,4.8827509660269774e7,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,11771814943.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,18650399550.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.1,full-base-200,base,base,carbon_price
cFix,236375526345.2,8.6324478503e9,5.9384939569e9,9.1055890637e9,1.27741216967e10,1.27034319787e10,1.1149727765599998e10,5.1555404266e9,7.2313184395e9,1.46435556615e10,1.08792510803e10,7.07034924e8,6.402369667e9,3.9558688317e9,5.7328052454e9,9.7317625235e9,2.01423892209e10,7.9141832157e9,3.910029458e9,3.8567985918e9,9.067031581400002e9,1.1473058133099998e10,1.18720136844e10,1.2750995784e10,8.526975091799999e9,1.8729429876699997e10,3.389302596e9,2050,USENSYS,0.7,full-base-200,base,base,carbon_price
cVar,62841416491.2,2.546240120207819e8,3.032145976877981e9,4.447837588742662e9,6.624454597161568e9,1.1336056760687366e9,3.2142842527918677e9,1.9431736803618555e9,3.188670716789394e9,2.7918158832038565e9,1.6365496862502112e9,1.3771754656535637e8,3.056234401309374e8,1.415339740309688e9,4.824684901475915e8,1.8838805981807077e9,1.1678633789208736e10,3.886821912139779e8,1.251254973780263e8,7.71127915324489e7,2.230076497498758e8,4.754039312961103e9,2.651778462261546e9,4.850829536863465e9,5.961488134972706e8,4.924483632658998e9,7.938292831479934e7,2050,USENSYS,0.2,full-base-200,base,base,carbon_price
cNSE,18382850.5,54983.63293604229,55076.2627819682,55334.985475485446,57702.79861058555,55383.217411226884,55118.38520914456,57808.6911861541,55108.73808471596,55443.642725569676,1.6991188348466437e7,55725.34465051646,54912.45134311229,54988.27945285265,55079.03059467467,57206.04228540505,55808.57893648368,54730.840729298834,54140.01385438278,53901.10819215558,55046.094620847696,58390.15207954442,55267.62864863404,55393.93730963957,57192.628519463746,56693.78789810088,55225.88102609404,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,10185941466.1,9.190472152858905e7,5.407440513018404e8,7.381601936640592e8,1.2846506899673605e9,1.6874099200814903e8,4.5573433792653906e8,2.337489866596594e8,6.055826816187416e8,4.3596562382464993e8,2.5539710900131175e8,3.2026197059619877e7,3.988761774995941e7,1.4340956448828137e8,8.89926482151843e7,3.904670524333337e8,1.2180278936354237e9,9.471846439891201e7,1.8368148326981846e7,1.3672185592280043e7,9.521113105289832e7,6.72623785788326e8,4.779748160991019e8,9.922004509750662e8,1.0239193279818204e8,9.530005537763742e8,4.233963623001869e7,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,12578031382.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,24515804907.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,full-base-200,base,base,carbon_price
cFix,3501795225605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.7,full-base-200,base,base,carbon_price
cNSE,114294104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,172397859946.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,142698335907.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,187221375639.8,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cVar,1143482436935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.2,full-base-200,base,base,carbon_price
cFix,50838446064.2,7.6544325571e8,9.6992805364e8,8.3584930554e8,1.4646033121499999e9,1.36866685461e9,2.8261149442899995e9,1.36430213049e9,1.7630375929400003e9,2.8700262167299995e9,2.2997624445499997e9,2.3007123643000004e8,1.3818446381300004e9,2.413490822110001e9,1.1672034492100003e9,3.5289484721599994e9,3.4686293997999997e9,1.5069605658800004e9,1.1566962313100002e9,1.5084287491100001e9,1.74950394776e9,3.4714969062400002e9,3.3064878982e9,2.3909714257599998e9,1.64822366038e9,4.29831292381e9,1.0834416272699993e9,2027,GenX,0.4,full-base-200-retire,retirement,base,none
cVar,63660273722.0,1.7743412471516542e9,1.5684233185546167e9,1.7921315622455986e9,6.31330797107735e9,2.1855167787205334e9,2.19561553495724e9,1.8748259326730962e9,4.0039620784630466e9,2.5334247068218985e9,9.255343534864734e8,1.354137501501072e9,1.2553376937687867e9,1.8997344707032335e9,1.4509564473203018e9,5.309767853698273e9,5.881126086634288e9,3.746122234063467e8,5.949238169348587e8,3.7591494057780445e8,1.2347661474543025e9,3.4876071937470517e9,3.0552129145109215e9,4.517678673338283e9,2.147435663653554e9,5.052058168006333e9,5.0192044263966537e8,2027,GenX,0.6,full-base-200-retire,retirement,base,none
cNSE,153175715.8,16804.51287809226,16841.51245883806,17048.22831784968,127680.10700537372,3.2858885678109866e7,16939.116982295727,682552.9422023271,17225.455233725526,3.682611924552604e7,17031.731204891425,1.2469850272731138e7,16502.6672446989,17037.270790383434,16999.1722743981,3.900269826879093e7,2.4538103295172554e7,16503.588132334913,16408.350117150378,16312.502787250869,16773.09464022349,6.366058451868608e6,17160.723305378036,17229.119785964147,16839.035605478628,17414.78309300096,16696.633656284463,2027,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,436967875.5,874265.7184273322,411118.64669717004,1.7984954702347738e6,6.6771416617025705e6,8.282214939032043e6,2.1164268511133384e7,4.878294277864645e6,9.625637821581684e6,5.540956365155397e7,671547.0197888915,1.1373156309129965e7,275093.0035421199,1.5511214936600419e7,5.4231556417695945e6,1.5313805689661505e7,1.8987561611000035e7,9.626098854637133e6,2.035979518613313e7,1.3417978364276383e7,3.514443210888697e7,1.7647122593759485e7,8.19138810352554e6,1.104651657589861e7,1.2735892261751883e6,1.2954468497011848e8,1.4039734593703799e7,2027,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,382056176.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,225176.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-base-200-retire,retirement,base,none
cFix,119027909385.1,3.280594053920001e9,2.26074747906e9,2.4697304358300004e9,7.293818098949999e9,4.92134587629e9,5.960047663990001e9,3.3135540215699997e9,3.5772629300299993e9,6.951168431910001e9,4.485181446089998e9,1.1306641402000001e8,3.5835982467899995e9,2.62147868284e9,3.00512342066e9,6.447045053199998e9,9.972974384699999e9,3.7710181657e9,2.2621227060600004e9,2.06247350883e9,6.413330024009999e9,6.336554233219998e9,6.936074546309999e9,6.02040825324e9,3.9924788067200003e9,8.65811193246e9,2.3186005686599994e9,2030,GenX,0.7,full-base-200-retire,retirement,base,none
cVar,35431050914.8,3.192846674893694e8,1.0655706570494324e9,1.1817381594280748e9,4.586753096099197e9,9.825696987863381e8,1.271404334055196e9,8.902836689930221e8,1.406063234516939e9,8.717706929605023e8,1.4093662449912077e8,3.2645992236538047e8,5.605838576598113e8,1.1269735903840237e9,6.892493643804787e8,3.0990326298708663e9,5.416353779259748e9,4.787707964246665e7,1.4593610200374886e8,7.092831079172559e7,3.0377227952602553e8,2.830188689257198e9,1.4936481071798093e9,3.1904684445245347e9,5.562499117930727e8,2.6709500403242803e9,1.8600397200299478e8,2030,GenX,0.2,full-base-200-retire,retirement,base,none
cNSE,61690966.5,983830.9371915598,10683.489970235483,10801.504980334577,7.086071114308516e6,4.429917959162097e7,10332.586669965634,10585.745522525023,10694.894547331469,5.550791389882936e6,10571.664109480138,10940.054517394507,10595.043133975361,10875.407552311088,10530.362194236983,10876.383435863238,10347.708939177284,10247.645076927163,10486.803506587885,10338.182007211226,10544.080774317023,3.5474008901088764e6,10645.048516096525,10882.424288085704,10751.758736887517,11086.904712165775,10874.880701473428,2030,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,3448308101.0,4.3055590365019746e7,8.096486908350092e7,1.0467426271720687e8,4.826116750289114e8,9.320864208305936e7,1.239139281811012e8,9.295700480653794e7,1.6960450687226406e8,1.2989885914493152e8,5.740344696215815e6,4.209423856171177e7,3.2537590542483352e7,5.398721376905236e7,6.064834627403359e7,4.012981377699667e8,4.328316341084559e8,9.895864890973594e6,1.272102048560117e7,5.662132115832148e6,5.296839822928383e7,1.516792400858283e8,1.3299911029636258e8,3.0303613887606037e8,4.091569601286661e7,3.5205081768751645e8,3.635283827684304e7,2030,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,5981535777.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,1514029073.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-base-200-retire,retirement,base,none
cFix,155772323283.5,4.53759833309e9,3.43276613903e9,4.580533149799998e9,9.022244399590004e9,7.137489550229999e9,8.14912865321e9,3.9518372048999996e9,5.18182045122e9,9.399073603070002e9,5.866169201400001e9,1.1535635614999999e8,4.2790542138200006e9,3.280318269539999e9,3.52742009463e9,6.462858468029999e9,1.5489735173559996e10,5.23312881054e9,2.74642574436e9,2.3981554927499995e9,7.53083020208e9,7.708538807330001e9,8.330921071489998e9,7.903537941089999e9,4.752059901649999e9,1.229126519034e10,2.4640568606000004e9,2035,GenX,0.7,full-base-200-retire,retirement,base,none
cVar,48228619067.0,2.847067089109329e8,1.5786088600870004e9,2.4305898503126597e9,5.354576848942625e9,1.3063074806084554e9,2.590047167946359e9,1.126677525391095e9,2.4514050597801623e9,2.1208467821465693e9,5.611327412772752e8,1.7157515478606123e8,4.4944469512775034e8,1.0346342621550593e9,6.065729243838923e8,2.429924304101025e9,9.067331738126598e9,1.178512727956773e8,1.2857988486526372e8,6.845778039871362e7,2.0851725813297874e8,3.348758820158057e9,1.999346945805642e9,3.953582706413031e9,5.1985754393646234e8,4.208049472916193e9,1.1123527749402215e8,2035,GenX,0.2,full-base-200-retire,retirement,base,none
cNSE,505253537.6,5.9079932266785204e7,4994.636780359487,5169.2203186996485,359751.3660714726,3.4009591471382874e8,4972.159616887019,5053.328168315842,5194.684360437312,7.586809395107059e6,5.540955919625155e7,8.284504737632501e6,5010.805467053732,5321.556277672395,5070.511096707523,5637.02517037389,5240.682691968818,4916.213161018126,5032.818080323482,4934.150407186028,5094.622248881025,2.2551635351670388e7,5263.517730878021,5342.801280990016,5390.50633046828,1.179258850742785e7,5202.789077334266,2035,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,6315662223.5,8.895495562220298e7,1.6053233901108992e8,3.127246942889369e8,7.360576255083611e8,1.902421215428566e8,3.091016108382155e8,1.5591532941549328e8,3.438326292360697e8,3.2029450738106847e8,4.105127451629497e7,5.420077084311585e7,4.223891384598327e7,6.5249572452441074e7,1.0878973121240541e8,4.961071906316961e8,8.854333328725096e8,2.596883914873743e7,1.5022668354511635e7,5.345381537025894e6,6.5089624791838035e7,3.4026289730574036e8,2.531571012298815e8,5.497034800320683e8,6.96115180176284e7,6.438205783219552e8,3.695353551860358e7,2035,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,8770388552.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,2097161516.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-base-200-retire,retirement,base,none
cFix,183485154400.0,5.87255619997e9,4.128519209769999e9,5.69372224379e9,1.0421118974580002e10,9.34242271338e9,8.93109130308e9,4.455428548320001e9,6.123046109720001e9,1.122460037628e10,7.360917884030002e9,2.360491586e8,4.695406932090001e9,3.5897708761e9,3.96178046594e9,7.623806379459999e9,1.888584276061e10,6.10766577062e9,3.335087851460001e9,2.76130521238e9,8.283700445009999e9,8.856647685740002e9,9.54466565136e9,8.99133497423e9,6.04653761251e9,1.441690904377e10,2.5952200171899996e9,2040,GenX,0.7,full-base-200-retire,retirement,base,none
cVar,53768502739.2,2.1718130309524298e8,1.8994129377351985e9,2.730284731192802e9,5.697166519616986e9,1.1674909311516778e9,2.805301666928796e9,1.3454679661946354e9,2.889204941431335e9,2.489590762950552e9,1.0660811925098212e9,1.1552039993761814e8,3.9853507442195314e8,1.0314131128546633e9,5.0869203660114086e8,1.9332160440125237e9,1.100647858046589e10,3.4042103166075575e8,2.661643399882064e8,1.309623176041668e7,1.531549392238727e8,3.794899810658112e9,2.342923296664417e9,4.238481959808758e9,5.91320162363823e8,4.656309768216119e9,7.069299772594395e7,2040,GenX,0.2,full-base-200-retire,retirement,base,none
cNSE,1006989241.7,8.352076226149522e7,24061.816037821704,1.1297122312697766e6,9.335247160274504e6,4.1248259073075396e8,23819.392891487954,23819.82871304982,24166.310501089498,1.83331855175493e7,4.5087159340691465e8,1.472636880111103e6,23876.96965630054,23936.773767821538,23964.645960981976,24089.27200259728,23779.30971923462,23838.72776782707,23878.07982872591,23797.511092726076,23916.812940365315,1.2413243946327786e6,23871.94633707779,23876.752317783925,24196.792637627845,2.819549504777608e7,23803.173913438608,2040,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,7898532848.9,8.698827308900723e7,2.384913567148173e8,4.2273892764742666e8,9.179611513930432e8,1.7476268974177945e8,3.6363481479836774e8,1.9234496763920596e8,4.273777845617239e8,4.111864354672533e8,1.1380020928401147e8,3.688830851931632e7,3.3119816256216865e7,7.75657568948199e7,9.993832785622813e7,4.571665683225251e8,1.194420467783973e9,7.181156908395107e7,3.697173303860948e7,3.4969470563820247e6,6.471047295223673e7,4.8594705078903353e8,3.681688093159933e8,7.237141557391523e8,8.092444475188673e7,7.785168455295742e8,3.588496467964391e7,2040,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,10563171631.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,3447892114.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-base-200-retire,retirement,base,none
cFix,212055121378.4,7.672368588049999e9,5.07420380306e9,6.923455209129999e9,1.1822680127330004e10,1.05229433097e10,1.021110887199e10,4.91482413578e9,7.002293019950002e9,1.2920726524470003e10,9.039399426720003e9,3.3775288547e8,5.08872098536e9,4.042625282669999e9,4.856848908030001e9,8.061504318179999e9,2.125989860734e10,6.986590755759998e9,4.0845719905600004e9,3.2821728085699997e9,9.33646627637e9,9.876227679759998e9,1.112492838852e10,1.0559744895539999e10,7.459458337569999e9,1.6821715746560003e10,2.7718904959700007e9,2045,GenX,0.7,full-base-200-retire,retirement,base,none
cVar,60625305356.0,1.9418032591374657e8,2.341771172920681e9,3.491047229819999e9,6.38315879723336e9,1.1824467354709888e9,3.057985474192795e9,1.5342093002616978e9,3.197852947914951e9,2.618190076384941e9,1.541892037955177e9,1.1750433399787058e8,4.017121165546661e8,1.2859229926063128e9,4.863603899668625e8,1.8319602106454272e9,1.2912764728157787e10,3.238015897078276e8,2.539354846460306e8,2.933994725064081e7,2.4973898021319833e8,4.344527260498663e9,2.4871343633739977e9,4.768619828415067e9,5.668136276286162e8,4.954200333313459e9,6.823507100787796e7,2045,GenX,0.2,full-base-200-retire,retirement,base,none
cNSE,1130507227.2,8.341684577800216e7,11505.871934056799,7.640123072246271e6,1.4249824096800055e7,4.125775855479525e8,10647.642375177104,10866.443857275493,12123.228804925537,5.198564832096657e7,4.7705488242535615e8,3.201820578924844e6,10910.686970301682,11473.832190701745,10989.641658488019,11176.404072257861,10663.451132009908,10818.875773516416,11120.735872222012,10921.21219302125,10917.647076693414,10731.761563014063,4.658699445877365e6,11183.914399186344,6.093379669375134e6,6.945053131389117e7,11835.608303480762,2045,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,8390662659.6,7.010218364249802e7,3.131769829044595e8,4.931119165437567e8,9.346500004395796e8,1.6600557781941712e8,3.6814362676701534e8,2.203822602561748e8,4.555578514263621e8,3.9759292222703916e8,1.842413049337488e8,3.1946843945629396e7,2.9916132973535873e7,9.869543691194242e7,8.177333792631404e7,4.094484896979703e8,1.2846474599105966e9,6.650075221403398e7,3.3267178352149885e7,6.149246346870708e6,6.991988359192772e7,5.702564757566249e8,3.765503234018933e8,8.192794832988514e8,6.905680827067621e7,8.050235604229312e8,3.5266619600370884e7,2045,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,11838077647.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,11846707632.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-base-200-retire,retirement,base,none
cFix,229230425879.5,8.57355317501e9,5.817238146030001e9,8.324710670650002e9,1.31673850843e10,1.0833263215910002e10,1.06672318901e10,5.106695640570001e9,7.6009672527699995e9,1.349674595808e10,1.04952933681e10,3.6883545993000007e8,5.348592159289999e9,4.2476848746699996e9,5.6967626969800005e9,8.250300332890001e9,2.2006891177589993e10,7.667681034139999e9,4.39875027705e9,3.4862060165899997e9,9.528613722390001e9,1.0722109096120003e10,1.1956742418930002e10,1.1895813086320002e10,8.45581635889e9,1.82239979089e10,2.8925448573200006e9,2050,GenX,0.7,full-base-200-retire,retirement,base,none
cVar,60762920766.1,1.7989062307020828e8,2.3671550210514326e9,3.408504165632944e9,6.450065703763319e9,1.1493859519841127e9,3.1793915967127995e9,1.605946347207052e9,3.281841816478373e9,2.529838656327096e9,1.739083315217905e9,1.1453681513627186e8,3.9426562041528296e8,1.2717392952878106e9,4.6137082379869956e8,1.8166253347754493e9,1.2853356206196957e10,3.111970648710524e8,2.43994391806006e8,2.87454448284276e7,2.324338108303209e8,4.560520877082774e9,2.3874169313632226e9,4.580474958222993e9,5.41309981145306e8,5.009754033769113e9,6.407597906233265e7,2050,GenX,0.2,full-base-200-retire,retirement,base,none
cNSE,759425604.7,4.1234373196829304e7,33459.056052944,34789.80175541189,1.0460525275377732e7,2.996555376542536e8,33838.99948834012,34537.38789514997,33715.398052149976,5.96752123934237e7,2.689099631806583e8,3.694275641533223e6,32977.03090062273,33876.51177194218,33349.152706821245,35829.61008685834,33352.9387377087,33606.23978905291,33374.11665402593,33369.33966216067,36163.57199290692,120379.64833796659,1.8537667775491416e7,35515.48388843684,33478.85920482652,5.655701464774674e7,35421.805995679904,2050,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,8446812158.9,5.989167509699264e7,3.2407357657872194e8,4.402914846532186e8,9.532051767320192e8,1.6849498014077115e8,3.927485546254407e8,2.5609951229947928e8,4.7156227145275027e8,3.725834035429507e8,2.0582185140055233e8,3.3352115666157324e7,3.19993868078813e7,9.645578740787911e7,6.798880158291678e7,3.9448735255423933e8,1.3301484401392534e9,6.2576882863173045e7,3.0552708034713253e7,5.970585245569693e6,6.394916827513635e7,6.073335756586398e8,3.566256370340636e8,8.096616125538632e8,5.960989603457212e7,8.180216222622505e8,3.3306100283841085e7,2050,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,12252886513.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,19680322829.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.1,full-base-200-retire,retirement,base,none
cFix,3309411623317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.7,full-base-200-retire,retirement,base,none
cNSE,12937896413.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,173240612978.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-retire,retirement,base,none
cStart,122521457030.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,127841357343.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-retire,retirement,base,none
cVar,1146339588152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.2,full-base-200-retire,retirement,base,none
cFix,50821021036.3,7.657491743100001e8,9.670909485399998e8,8.3584230279e8,1.46090978637e9,1.36605737648e9,2.84259917599e9,1.36170769403e9,1.7633261579999998e9,2.91897332256e9,2.2884184427e9,2.3955520688e8,1.3722608766100001e9,2.4107506439400005e9,1.1664681968000002e9,3.51900793092e9,3.46272852433e9,1.5852548018700001e9,1.1790946802899997e9,1.35106361738e9,1.6393769337499998e9,3.4877762689000006e9,3.3157292305899997e9,2.3841796549399996e9,1.63382484292e9,4.424285361219999e9,1.0789898831999998e9,2027,SWITCH,0.4,full-base-200-retire,retirement,base,none
cVar,63756625246.9,1.8103316270414186e9,1.5865106284552336e9,1.8024248977401588e9,6.312833328348315e9,2.200786201550187e9,2.213846605090978e9,1.8773500548697424e9,4.004233404584469e9,2.622173265640154e9,8.854896654488572e8,1.3538961604878643e9,1.2336098092217305e9,1.890725207150962e9,1.4582287778156543e9,5.2951049516086235e9,5.87075243537604e9,3.841326584430901e8,6.245021142044008e8,3.4835171184306216e8,1.2504776658535886e9,3.4871181788974814e9,3.0495494674644423e9,4.500227368234904e9,2.1902563104161854e9,4.999674654436461e9,5.0403809659674203e8,2027,SWITCH,0.6,full-base-200-retire,retirement,base,none
cNSE,169819418.7,29033.18912017837,29502.26465345282,30810.116232573735,1.5577562792790723e6,3.2789675790136293e7,32753.41445444368,738588.1125322413,29376.267470046485,2.7163007938169297e7,32580.946970816647,1.728546412663056e7,24676.122478941616,31523.69643720844,31473.015715319878,4.113807746992838e7,2.4267062275518898e7,28133.850530492273,26462.522639728642,26782.10696337156,29709.463222831415,9.382810701521462e6,31590.951127633332,31027.345084810495,1.498889861706226e7,34063.90288470993,28578.25810437247,2027,SWITCH,0.0,full-base-200-retire,retirement,base,none
cStart,434739531.3,763959.6068049504,344692.88454535196,1.817149466726506e6,6.93200779475298e6,8.517391601506986e6,2.0947601240060363e7,5.004084029198152e6,9.727120388042603e6,5.327728998595076e7,577360.049451604,1.1395464021378186e7,41027.96585413573,1.5284790680042602e7,5.286973391533473e6,1.5188928733240569e7,1.896656418396463e7,9.87807286309994e6,2.0500847620821957e7,1.185368890354037e7,3.456890793758121e7,1.7260348958724316e7,7.951282351869595e6,1.0674025405108511e7,1.195891575500569e6,1.3339717633970068e8,1.338688327516449e7,2027,SWITCH,0.0,full-base-200-retire,retirement,base,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,SWITCH,0.0,full-base-200-retire,retirement,base,none
cNetworkExp,372634167.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,SWITCH,0.0,full-base-200-retire,retirement,base,none
cUnmetPolicyPenalty,3773.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,SWITCH,0.0,full-base-200-retire,retirement,base,none
cFix,118741219343.3,3.22884589128e9,2.39650390943e9,2.59828401768e9,7.319141840130001e9,4.90385863416e9,6.15475438175e9,3.3100749322599998e9,3.6659627033399997e9,6.72534239906e9,4.42289340471e9,1.0024584199999999e8,3.5851801403100004e9,2.72812441785e9,3.0534000044900002e9,6.605525118820001e9,9.94510830011e9,3.59531593384e9,2.15388602966e9,1.86988375501e9,6.05870118016e9,6.35665069213e9,6.85465591937e9,6.183188425690001e9,4.0174388706900005e9,8.901366339949999e9,2.00688625945e9,2030,SWITCH,0.7,full-base-200-retire,retirement,base,none
