start_region,dest_region,interconnect_cost_mw,interconnect_annuity_mw,line_loss_frac,start_id,dest_id,dollar_year,mw-km_per_mw,start_intraregion_cost_mw,dest_intraregion_cost_mw,start_intraregion_loss_frac,dest_intraregion_loss_frac,start_mw-km_per_mw,dest_mw-km_per_mw,total_interconnect_cost_mw,total_line_loss_frac,total_mw-km_per_mw,total_interconnect_annuity_mw
PJMD,PJME,69527.8725179545,3367.86237070586,0.0027104033822193,146246,146294,2018,7.88908729652601,225463.1402080607,173983.10970929044,0.03127780652324641,0.014143617972745031,90.45675800194127,40.918488656338894,468974.1224353056,0.04813182787821074,139.26433395480618,22716.649346300685
PJMW,PJME,513464.3655853272,24871.71335649053,0.0226377357455566,123096,146390,2018,303.9139969244272,301444.6340358522,173983.10970929044,0.047772656734015956,0.014143617972745031,138.1545781302855,40.918488656338894,988892.1093304699,0.0845540104523176,482.98706371105163,47900.96982820805
PJMW,SRCE,283681.5239033813,13741.25649209208,0.0409763371149698,125223,113368,2018,118.4858043845015,301444.6340358522,390900.1645700108,0.047772656734015956,0.02132743366233423,138.1545781302855,286.2998419914721,976026.3225092443,0.11007642751131999,542.940224506259,47277.76365584114
PJME,NYUP,153480.09037294297,7434.425969039796,0.0051583601548646,132256,136005,2018,14.967514421272199,173983.10970929044,524520.9813493963,0.014143617972745031,0.06323569100795134,40.918488656338894,260.7303572499943,851984.1814316297,0.08253766913556097,316.61636032760543,41269.28325527651
PJME,NYCW,19834.756186702347,960.7762552502928,0.0003816455557942,129920,132612,2018,1.103553390593274,173983.10970929044,924580.5651406524,0.014143617972745031,0.0134691559030984,40.918488656338894,38.99873734152922,1118398.431036645,0.02799441943163763,81.02077938846139,54174.129812070976
NYUP,NYCW,297346.10016408993,14403.155246267206,0.0066578181141987,129505,134793,2018,19.303300858899114,524520.9813493963,924580.5651406524,0.06323569100795134,0.0134691559030984,260.7303572499943,38.99873734152922,1746447.6466541386,0.08336266502524844,319.03239545042265,84596.22160961984
NYUP,ISNE,481102.55822554935,23304.138953478523,0.0449984530959899,140763,139286,2018,130.1677848998409,524520.9813493963,138974.19193031781,0.06323569100795134,0.010886532837681382,260.7303572499943,31.515199094487595,1144597.7315052634,0.11912067694162264,422.4133412443228,55443.1983883357
NYCW,ISNE,1243680.0017350095,60242.64697529916,0.0477932936543598,129505,136447,2018,138.2492603517918,924580.5651406524,138974.19193031781,0.0134691559030984,0.010886532837681382,38.99873734152922,31.515199094487595,2307234.7588059795,0.07214898239513959,208.76319678780862,111760.20268074029
RMRG,BASN,730080.4066354883,35364.383232959466,0.0470023656005859,201924,203837,2018,824.602903476754,,805461.7588348878,,0.0487463935214355,,654.3658364337821,1535542.1654703761,0.0957487591220214,1478.968739910536,74380.16568656566
RMRG,NWPP,1334895.916141797,64661.05695412909,0.1127789809570312,203837,201052,2018,9079.341185048557,,454190.68380382087,,0.0191012902679443,,256.39318164425606,1789086.5999456178,0.1318802712249755,9335.734366692814,86661.61094365382
RMRG,SRSG,907891.791652676,43977.39339701757,0.0747971158447265,202112,300626,2018,1312.2301038367762,,259107.8086176636,,0.0483159921010335,,139.70889244992054,1166999.6002703395,0.12311310794576,1451.9389962866967,56528.32307452408
BASN,NWPP,983433.4701202344,47636.55866581179,0.0702766025390625,200995,201924,2018,1232.9230150024637,805461.7588348878,454190.68380382087,0.0487463935214355,0.0191012902679443,654.3658364337821,256.39318164425606,2243085.912758943,0.1381242863284423,2143.6820330805017,108652.89510894271
BASN,CANO,791955.8976283788,38361.571701944944,0.0507183731689453,304274,300863,2018,889.7960312803876,805461.7588348878,231981.51213757333,0.0487463935214355,0.02393037279479111,654.3658364337821,69.22284508618988,1829399.16860084,0.1233951394851719,1613.3847128003595,88614.31247361017
BASN,CASO,481357.8921260864,23316.50707872732,0.02668015335083,303308,304274,2018,358.1228893743474,805461.7588348878,131965.60515153766,0.0487463935214355,0.013933934992048803,654.3658364337821,40.32667447889517,1418785.2561125117,0.08936048186431429,1052.8154002870247,68724.57480904063
BASN,SRSG,557144.782689502,26987.550182418123,0.0300094175720214,305611,310051,2018,402.8109665440962,805461.7588348878,259107.8086176636,0.0487463935214355,0.0483159921010335,654.3658364337821,139.70889244992054,1621714.3501420533,0.1270718031944904,1196.8856954277987,78554.26231353081
NWPP,CANO,851548.3087763087,41248.170008730725,0.0556887147216796,201104,304459,2018,976.9950391004845,454190.68380382087,231981.51213757333,0.0191012902679443,0.02393037279479111,256.39318164425606,69.22284508618988,1537720.504717703,0.09872037778441502,1302.6110658309303,74485.68231631452
NWPP,CASO,1200647.6184071093,58158.20027380688,0.0878940904541015,201104,303308,2018,1542.0016587651562,454190.68380382087,131965.60515153766,0.0191012902679443,0.013933934992048803,256.39318164425606,40.32667447889517,1786803.9073624678,0.1209293157140946,1838.7215148883074,86551.03954003875
CANO,CASO,745165.3994541309,36095.08558061371,0.0324299802246093,310199,300863,2018,568.947005513417,231981.51213757333,131965.60515153766,0.02393037279479111,0.013933934992048803,69.22284508618988,40.32667447889517,1109112.5167432418,0.07029428801144921,678.496525078502,53724.32917537989
CASO,SRSG,596893.3346004395,28912.931291071,0.0279523665161132,302032,305000,2018,490.39244199604707,131965.60515153766,259107.8086176636,0.013933934992048803,0.0483159921010335,40.32667447889517,139.70889244992054,987966.7483696408,0.0902022936091955,670.4280089248628,47856.146245284646
NWPP,SPPN,1612274.135419961,78096.9875144823,0.1494279353027343,200995,131640,2018,2621.5429457839746,454190.68380382087,,0.0191012902679443,,256.39318164425606,,2066464.819223782,0.1685292255706786,2877.9361274282305,100097.54150400705
NWPP,MISW,1744029.238599805,84479.07628087274,0.1654977465820312,200995,144556,2018,13253.572494203923,454190.68380382087,661701.3008743897,0.0191012902679443,0.0395358854037597,256.39318164425606,530.7348480983455,2859921.2232780154,0.2241349222537352,14040.700523946525,138531.79627456356
RMRG,SPPN,631159.6161624708,30572.75656800545,0.0444925704345703,131737,203734,2018,780.5713741841813,,,,,,,631159.6161624708,0.0444925704345703,780.5713741841813,30572.75656800545
RMRG,SPPC,707365.1126484962,34264.07653454069,0.053387736328125,202112,118173,2018,936.6269837220767,,,,,,,707365.1126484962,0.053387736328125,936.6269837220767,34264.07653454069
SRSG,TRE,883202.8712073633,42781.48615680038,0.0757942888183593,300626,304964,2018,1329.7245301926291,259107.8086176636,271718.0809329405,0.0483159921010335,0.021446431902812348,139.70889244992054,222.80324910844055,1414028.7607579674,0.14555671282220514,1692.2366717509901,68494.17481058143
